,Battle,General,Outcome,Value,Year
9410,Operation Moshtarak,Stanley A. McChrystal,V,0.5,2010.0
9411,Operation Moshtarak,Lawrence Nicholson,V,0.5,2010.0
9412,Operation Moshtarak,Randall Newman,V,0.5,2010.0
9413,Operation Mountain Fury,"David Richards, Baron Richards of Herstmonceux",V,0.5,2006.0
9414,Operation Mountain Fury,Akhtar Mohammad Osmani,D,-0.5,2006.0
9415,Operation Mountain Thrust,Akhtar Mohammad Osmani,D,-0.42791971784675437,2006.0
9416,Operation Mountain Thrust,David Fraser (soldier),V,0.42961313582222027,2006.0
9417,Operation Mountain Thrust,Rahmatullah Raufi,V,0.42961313582222027,2006.0
9418,Operation Mountain Thrust,Mullah Baqi Kakar,D,-0.42791971784675437,2006.0
9419,Operation Mountain Thrust,"Mullah Mohammad Ibrahim Giwat, allegedly",D,-0.42791971784675437,2006.0
9420,Operation Sharp and Smooth,Eliezer Shkedi,I,0.0,2006.0
9421,Operation Summer Rains,Izz ad-Din al-Qassam Brigades,D,-0.5507592790996318,2006.0
9422,Operation Summer Rains,Dan Halutz,V,0.552469361147145,2006.0
9423,Operation Together Forward,George W. Casey Jr.,D,-0.5,2006.0
9424,Operation Together Forward,Robert Fry,D,-0.5,2006.0
9425,Operation Badr (1973),Ahmad Ismail Ali,V,0.40999595138673317,1973.0
9426,Yom Kippur War,Ahmad Ismail Ali,D,-0.5535340884472745,1973.0
9427,Operation Badr (1973),Saad el-Shazly,V,0.40999595138673317,1973.0
9428,Yom Kippur War,Saad el-Shazly,D,-0.5535340884472745,1973.0
9429,Operation Badr (1973),Saad Mamoun,V,0.40999595138673317,1973.0
9430,Operation Badr (1973),Abdul Munim Wassel,V,0.40999595138673317,1973.0
9431,Operation Badr (1973),David Elazar,D,-0.40832450370856366,1973.0
9432,Six Day War,David Elazar,V,0.5648304694375049,1967.0
9433,Yom Kippur War,David Elazar,V,0.5552421375722632,1973.0
9434,Operation Badr (1973),Shmuel Gonen,D,-0.40832450370856366,1973.0
9435,Yom Kippur War,Shmuel Gonen,V,0.5552421375722632,1973.0
9436,Operation Badr (1973),Albert Mandler,D,-0.40832450370856366,1973.0
9437,Yom Kippur War,Albert Mandler,V,0.5552421375722632,1973.0
9438,Operation Bagration,Ivan Bagramyan,V,0.4362937368740585,1944.0
9439,Operation Bagration,Georgiy Zakharov,V,0.4362937368740585,1944.0
9440,Operation Bagration,Ivan Chernyakhovsky,V,0.4362937368740585,1944.0
9441,Operation Bagration,Ernst Busch (field marshal),D,-0.4345940497375598,1944.0
9442,Operation Bagration,Hans Jordan,D,-0.4345940497375598,1944.0
9443,Operation Bagration,Georg-Hans Reinhardt,D,-0.4345940497375598,1944.0
9444,Operation Bagration,Walter Weiß,D,-0.4345940497375598,1944.0
9445,Operation Barbarossa,Franz Halder,D,-0.4880912144650835,1941.0
9446,Operation Barbarossa,Ion Antonescu,D,-0.4880912144650835,1941.0
9447,Operation Barbarossa,Benito Mussolini,D,-0.4880912144650835,1941.0
9448,Operation Barbarossa,Miklós Horthy,D,-0.4880912144650835,1941.0
9449,Operation Barbarossa,Jozef Tiso,D,-0.4880912144650835,1941.0
9450,Operation Barbarossa,Ante Pavelić,D,-0.4880912144650835,1941.0
9451,Operation Barbarossa,Kliment Voroshilov,V,0.4898188722902681,1941.0
9452,Siege of Leningrad,Kliment Voroshilov,V,0.48803415792927374,1941.0
9453,Operation Barbarossa,Markian Popov,V,0.4898188722902681,1941.0
9454,Siege of Leningrad,Markian Popov,V,0.48803415792927374,1941.0
9455,Operation Barbarossa,Dmitry Pavlov (general),V,0.4898188722902681,1941.0
9456,Operation Blue Star,Kuldip Singh Brar,V,0.40259016908554757,1984.0
9457,Operation Blue Star,Ranjit Singh Dyal,V,0.40259016908554757,1984.0
9458,Operation Blue Star,Krishnaswamy Sundarji,V,0.40259016908554757,1984.0
9459,Operation Blue Star,Jarnail Singh Bhindranwale,D,-0.4009283967148246,1984.0
9460,Operation Blue Star,Amrik Singh,D,-0.4009283967148246,1984.0
9461,Operation Blue Star,Shabeg Singh,D,-0.4009283967148246,1984.0
9462,Operation Corridor,Momir Talić,V,0.4410699942136188,1992.0
9463,Operation Corridor,Novica Simić,V,0.4410699942136188,1992.0
9464,Operation Corridor,Milan Martić,V,0.4410699942136188,1992.0
9465,Operation Corridor,Petar Stipetić,D,-0.4393662028069549,1992.0
9466,Operation Flash,Petar Stipetić,V,0.46509750594651544,1995.0
9467,Operation Storm,Petar Stipetić,V,0.441486267390379,1995.0
9468,Operation Dragoon,Jacob L. Devers,V,0.46702834597862586,1944.0
9469,Operation Dragoon,Henry Kent Hewitt,V,0.46702834597862586,1944.0
9470,Operation Dragoon,Lucian Truscott,V,0.46702834597862586,1944.0
9471,Operation Dragoon,John K. Cannon,V,0.46702834597862586,1944.0
9472,Operation Dragoon,Friedrich Wiese,D,-0.4653077585026012,1944.0
9473,Operation Dragoon,Wend von Wietersheim,D,-0.4653077585026012,1944.0
9474,Operation Entebbe,Dan Shomron,V,0.5008642506372806,1976.0
9475,Operation Entebbe,Yekutiel Adam,V,0.5008642506372806,1976.0
9476,Operation Entebbe,Benny Peled,V,0.5008642506372806,1976.0
9477,Yom Kippur War,Benny Peled,V,0.5552421375722632,1973.0
9478,Operation Entebbe,Yonatan Netanyahu,V,0.5008642506372806,1976.0
9479,Operation Entebbe,Wadie Haddad,D,-0.4991357493627194,1976.0
9480,Operation Entebbe,Wilfried Böse,D,-0.4991357493627194,1976.0
9481,Operation Entebbe,Idi Amin,D,-0.4991357493627194,1976.0
9482,Operation Flash,Janko Bobetko,V,0.46509750594651544,1995.0
9483,Operation Maslenica,Janko Bobetko,V,0.4924649854161165,1993.0
9484,Operation Flash,Zvonimir Červenko,V,0.46509750594651544,1995.0
9485,Operation Storm,Zvonimir Červenko,V,0.441486267390379,1995.0
9486,Operation Flash,Milan Čeleketić,D,-0.463377847322002,1995.0
9487,Operation Just Cause,Maxwell R. Thurman,V,0.4854388830021146,1989.0
9488,Operation Just Cause,Guillermo Endara,V,0.4854388830021146,1989.0
9489,Operation Just Cause,Manuel Noriega,D,-0.483712026689002,1989.0
9490,Operation Maslenica,Agim Çeku,V,0.4924649854161165,1993.0
9491,Operation Maslenica,Veljko Milanković,D,-0.4907369718815433,1993.0
9492,Operation Meghdoot,Zahid Ali Akbar Khan,D,-0.5,1984.0
9493,Operation OAU,Lambert Ihenacho,V,0.5422027928416838,1968.0
9494,Operation Tail-Wind,Lambert Ihenacho,D,-0.5,1970.0
9495,Operation Overlord,Supreme Allied Commander,V,0.46520453827154495,1944.0
9496,Operation Overlord,"Arthur Tedder, 1st Baron Tedder",V,0.46520453827154495,1944.0
9497,Operation Queen,William Hood Simpson,D,-0.5,1944.0
9498,Operation Storm,Ante Gotovina,V,0.441486267390379,1995.0
9499,Operation Storm,Mirko Norac,V,0.441486267390379,1995.0
9500,Operation Storm,Atif Dudaković,V,0.441486267390379,1995.0
9501,Operation Storm,Mile Novaković,D,-0.43978213320313897,1995.0
9502,Operation Storm,Ratko Mladić,D,-0.43978213320313897,1995.0
9503,Siege of Sarajevo,Ratko Mladić,I,0.07151608313144248,1992.0
9504,Operation Storm,Fikret Abdić,D,-0.43978213320313897,1995.0
9505,Operation Tail-Wind,Philip Effiong,D,-0.5,1970.0
9506,Operation Tiger Claw,Muhammadu Buhari,V,0.5,1967.0
9507,Operation Tiger Claw,Ogbo Oji,D,-0.5,1967.0
9508,Operation Torch,Charles Noguès,D,-0.4991357493627194,1942.0
9509,Operation Torch,Frix Michelier,D,-0.4991357493627194,1942.0
9510,Operation Torch,Ernst Kals,D,-0.4991357493627194,1942.0
9511,Operation Trident (Indo-Pakistani War),Gulab Mohanlal Hiranandani,V,0.5,1971.0
9512,Operation Trident (Indo-Pakistani War),Babru Bhan Yadav,V,0.5,1971.0
9513,Operation Varsity,Eric Bols,V,0.4639780699539262,1945.0
9514,Operation Varsity,William M. Miley,V,0.4639780699539262,1945.0
9515,Operation Varsity,Günther Blumentritt,D,-0.4622589734374032,1945.0
9516,Pingjin Campaign,Nie Rongzhen,V,0.5451401457032501,1948.0
9517,Raid at Cabanatuan,Henry Mucci,V,0.5914114966454067,1945.0
9518,Raid at Cabanatuan,Arthur D. Simons,V,0.5914114966454067,1945.0
9519,Raid at Cabanatuan,Juan Pajota,V,0.5914114966454067,1945.0
9520,Raid at Cabanatuan,Eduardo Joson,V,0.5914114966454067,1945.0
9521,Raid on Drvar,Lothar Rendulic,D,-0.5075350145838835,1944.0
9522,Raid on Drvar,Ernst von Leyser,D,-0.5075350145838835,1944.0
9523,Raid on Drvar,Otto Kumm,D,-0.5075350145838835,1944.0
9524,Raid on the Medway,Cornelis de Witt,V,0.5,1667.0
9525,Recapture of Bahia,"Fadrique de Toledo, 1st Marquis of Villanueva de Valdueza",V,0.38159789643767983,1625.0
9526,Recapture of Bahia,Willem Schoutens,D,-0.3799676624361054,1625.0
9527,Recapture of Bahia,Hans Kyff,D,-0.3799676624361054,1625.0
9528,Russo-Persian War (1826-1828),Fath-Ali Shah Qajar,D,-0.5106450268781332,1826.0
9529,Russo-Persian War (1826-1828),Aleksey Petrovich Yermolov,V,0.5123726123697325,1826.0
9530,Russo-Persian War (1826-1828),Valerian Madatov,V,0.5123726123697325,1826.0
9531,Russo-Turkish War (1710–1711),Baltacı Mehmet Pasha,V,0.4343124463898974,1710.0
9532,Russo-Turkish War (1710–1711),Devlet II Giray,V,0.4343124463898974,1710.0
9533,Russo-Turkish War (1710–1711),Carl Ewald von Rönne,D,-0.43261455423717443,1710.0
9534,Russo-Turkish War (1710–1711),Ivan Skoropadsky,D,-0.43261455423717443,1710.0
9535,Russo-Turkish War (1710–1711),Dimitrie Cantemir,D,-0.43261455423717443,1710.0
9536,Sack of Magdeburg,Dietrich von Falkenberg,D,-0.4152011221603291,1631.0
9537,Sack of Magdeburg,Christian Wilhelm von Brandenburg,D,-0.4152011221603291,1631.0
9538,Sanna's Post,Robert George Broadwood,D,-0.5106450268781332,1900.0
9539,Second Battle of Athenry,Rickard de Bermingham,V,0.5,1316.0
9540,Second Battle of Athenry,William Liath de Burgh,V,0.5,1316.0
9541,Second Battle of Athenry,Fedlim Ó Conchobair,D,-0.5,1316.0
9542,Second Battle of Athenry,Tadhg Ó Cellaigh,D,-0.5,1316.0
9543,Second Battle of Athenry,List of monarchs of Thomond,D,-0.5,1316.0
9544,Second Battle of Athenry,Ualgarg Mór Ó Ruairc,D,-0.5,1316.0
9545,Second Battle of Fallujah,Richard F. Natonski,V,0.4438818713136736,2004.0
9546,Second Battle of Fallujah,Keith J. Stalder,V,0.4438818713136736,2004.0
9547,Second Battle of Fallujah,Abu Musab al-Zarqawi,D,-0.4421758109811107,2004.0
9548,Second Battle of Herdonia,Gnaeus Fulvius Centumalus Maximus,D,-0.48762738763026753,-210.0
9549,Second Battle of Homs,"Leo II, King of Armenia",D,-0.5,1281.0
9550,Second Battle of Homs,Demetrius II of Georgia,D,-0.5,1281.0
9551,Second Battle of Homs,Al-Mansur Qalawun,V,0.5,1281.0
9552,Second Battle of Mogadishu,Mohamed Afrah Qanyare,D,-0.5,2006.0
9553,Second Battle of Mogadishu,Musa Sudi Yalahow,D,-0.5,2006.0
9554,Second Battle of Mogadishu,Nuur Daqle,D,-0.5,2006.0
9555,Second Battle of Swat,Rao Qamar Suleman,V,0.4140658660621511,2009.0
9556,Second Battle of Swat,Masood Aslam,V,0.4140658660621511,2009.0
9557,Second Battle of Swat,Hifazat Ullah Khan,V,0.4140658660621511,2009.0
9558,Second Battle of Swat,Muhammad Haroon Aslam,V,0.4140658660621511,2009.0
9559,Second Battle of Swat,Sajjad Ghani,V,0.4140658660621511,2009.0
9560,Second Battle of Swat,Ijaz Awan,V,0.4140658660621511,2009.0
9561,Second Battle of Swat,Fazlullah (militant leader),D,-0.4123894235362389,2009.0
9562,Second Battle of Swat,Abu Saeed (TNSM Commander),D,-0.4123894235362389,2009.0
9563,Second Battle of Swat,Misbah ud-Din,D,-0.4123894235362389,2009.0
9564,Second Battle of Swat,Sultan Khan (Commander),D,-0.4123894235362389,2009.0
9565,Second Battle of Swat,Shah Dauran (Militant),D,-0.4123894235362389,2009.0
9566,Second Battle of Swat,Maulana Shahid,D,-0.4123894235362389,2009.0
9567,Second Battle of Swat,Qari Quraish,D,-0.4123894235362389,2009.0
9568,Second Battle of Swat,Naseeb Rehman,D,-0.4123894235362389,2009.0
9569,Second Battle of Swat,Muslim Khan,D,-0.4123894235362389,2009.0
9570,Second Battle of Swat,Sher Muhammad Qusab,D,-0.4123894235362389,2009.0
9571,Second Battle of Swat,Nisar Ahmed,D,-0.4123894235362389,2009.0
9572,Second Battle of Zawiya,Ismail al-Sallabi,V,0.5,2011.0
9573,Second Battle of Zawiya,Osama Arusi,V,0.5,2011.0
9574,Second Battle of Adobe Walls,Isatai'i,D,-0.5,1874.0
9575,Second Battle of Adobe Walls,Quanah Parker,D,-0.5,1874.0
9576,Second Battle of Adobe Walls,Big Red Meat,D,-0.5,1874.0
9577,Second Battle of Adobe Walls,White Horse (chief),D,-0.5,1874.0
9578,Second Battle of Adobe Walls,Big Bow (chief),D,-0.5,1874.0
9579,Second Battle of Al Faw,Ayad Futayyih Al-Rawi,V,0.41934690562194865,1988.0
9580,Second Battle of Al Faw,Hussein Rashid al-Tikriti,V,0.41934690562194865,1988.0
9581,Second Battle of Al Faw,Esmael Shorabi,D,-0.4176643227044503,1988.0
9582,Second Battle of Cancha Rayada,Mariano Osorio,V,0.5181226399468937,1818.0
9583,Second Battle of Cancha Rayada,José Ordóñez,V,0.5181226399468937,1818.0
9584,Second Battle of Dalton,James B. Steedman,V,0.5998396983392624,1864.0
9585,Second Battle of El Alamein,Georg Stumme,D,-0.4667309124442318,1942.0
9586,Second Battle of El Alamein,Wilhelm Ritter von Thoma,D,-0.4667309124442318,1942.0
9587,Second Battle of Fort Fisher,Robert Hoke,D,-0.49144126251114234,1865.0
9588,Second Battle of Fort Fisher,William Lamb (Confederate States Army officer),D,-0.49144126251114234,1865.0
9589,Second Battle of Guararapes,Colonel Van Den Brinck,D,-0.5144166998495984,1649.0
9590,Second Battle of Guararapes,Henrique Dias,V,0.5161435868182076,1649.0
9591,Second Battle of Guararapes,António Filipe Camarão,V,0.5161435868182076,1649.0
9592,Second Battle of Guararapes,André Vidal de Negreiros,V,0.5161435868182076,1649.0
9593,Second Battle of Heligoland Bight,Trevylyan Napier,I,0.021368324283771667,1917.0
9594,Second Battle of Heligoland Bight,William Pakenham (Royal Navy officer),I,0.021368324283771667,1917.0
9595,Second Battle of Heligoland Bight,Ludwig von Reuter,I,-0.019642730195565394,1917.0
9596,Second Battle of Kharkov,Kurt Pflugbeil,V,0.5413406789925501,1942.0
9597,Second Battle of Memphis,Cadwallader C. Washburn,D,-0.5,1864.0
9598,Second Battle of Newbury,Maurice of the Palatinate,I,0.05155863861702947,1644.0
9599,Second Battle of Onitsha,Shehu Musa Yar'Adua,V,0.5,1968.0
9600,Second Battle of Sabine Pass,William B.Franklin,D,-0.5998908518485442,1863.0
9601,Second Battle of Sabine Pass,Frederick Crocker,D,-0.5998908518485442,1863.0
9602,Second Battle of Sabine Pass,Richard W. Dowling,V,0.6015492136245209,1863.0
9603,Second Battle of Sacket's Harbor,Woolcott Chauncey,V,0.5483346016026989,1813.0
9604,Second Battle of Sacket's Harbor,James Lucas Yeo,D,-0.5466216857456874,1813.0
9605,Second Battle of Sirte,Philip Vian,V,0.46776601764084513,1942.0
9606,Second Battle of the Marne,Paul Maistre,V,0.5,1918.0
9607,Second Battle of the Marne,Antoine de Mitry,V,0.5,1918.0
9608,Second Battle of the Marne,Alberico Albricci,V,0.5,1918.0
9609,Second Battle of the Marne,Karl von Einem,D,-0.5,1918.0
9610,Second Battle of the Marne,Bruno von Mudra,D,-0.5,1918.0
9611,Second Battle of the Marne,Max von Boehn (general),D,-0.5,1918.0
9612,Second Battle of the Masurian Lakes,Thadeus von Sievers,D,-0.5379120849499867,1915.0
9613,Second Battle of the Masurian Lakes,Hermann von Eichhorn,V,0.5396301930527876,1915.0
9614,Second Battle of Tripoli Harbor,Edward Preble,D,-0.4991357493627194,1804.0
9615,Second Battle of Tripoli Harbor,Yusuf Karamanli,V,0.5008642506372806,1804.0
9616,Second Battle of Ypres,Arthur Currie,I,0.0,1915.0
9617,Second Battle of Ypres,Henri Putz,I,0.0,1915.0
9618,Second Battle of Ypres,Théophile Figeys,I,0.0,1915.0
9619,Second Battle of Ypres,Armand De Ceuninck,I,0.0,1915.0
9620,Second Battle of Zurich,Alexander Korsakov,D,-0.49982182787657886,1799.0
9621,Second Battle of Zurich,Friedrich Freiherr von Hotze,D,-0.49982182787657886,1799.0
9622,Second Kashmir War,Sarvepalli Radhakrishnan,I,-0.04588718794730662,1965.0
9623,Sino-Indian War,Sarvepalli Radhakrishnan,D,-0.4212445989741494,1962.0
9624,Second Kashmir War,Lal Bahadur Shastri,I,-0.04588718794730662,1965.0
9625,Second Kashmir War,Jayanto Nath Chaudhuri,I,-0.04588718794730662,1965.0
9626,Second Kashmir War,Joginder Singh Dhillon,I,-0.04588718794730662,1965.0
9627,Second Kashmir War,XI Corps (India),I,-0.04588718794730662,1965.0
9628,Second Kashmir War,Kashmir Singh Katoch,I,-0.04588718794730662,1965.0
9629,Second Kashmir War,Arjan Singh,I,-0.04588718794730662,1965.0
9630,Second Kashmir War,Bhaskar Sadashiv Soman,I,-0.04588718794730662,1965.0
9631,Second Kashmir War,Ayub Khan (general),I,0.047600582139672165,1965.0
9632,Second Kashmir War,Muhammad Musa,I,0.047600582139672165,1965.0
9633,Second Kashmir War,Bakhtiar Rana,I,0.047600582139672165,1965.0
9634,Second Kashmir War,Attiqur Rahman,I,0.047600582139672165,1965.0
9635,Second Kashmir War,Akhtar Hussain Malik,I,0.047600582139672165,1965.0
9636,Second Kashmir War,12th Infantry Division (Pakistan),I,0.047600582139672165,1965.0
9637,Second Kashmir War,7th Infantry Division (Pakistan),I,0.047600582139672165,1965.0
9638,Second Kashmir War,Malik Nur Khan,I,0.047600582139672165,1965.0
9639,Second Kashmir War,Afzal Rahman Khan,I,0.047600582139672165,1965.0
9640,Second Kashmir War,Naval Intelligence (Pakistan),I,0.047600582139672165,1965.0
9641,Second Kashmir War,S.M. Anwar,I,0.047600582139672165,1965.0
9642,Second Kashmir War,Operation Dwarka,I,0.047600582139672165,1965.0
9643,Siege of Acre (1189–1191),"Leo I, King of Armenia",V,0.4893549731218668,1189.0
9644,Siege of Acre (1189–1191),"Leopold V, Duke of Austria",V,0.4893549731218668,1189.0
9645,Siege of Acre (1291),Al-Ashraf Khalil,V,0.4130220438392038,1291.0
9646,Siege of Acre (1291),Henry II of Jerusalem,D,-0.4113468605563365,1291.0
9647,Siege of Acre (1291),"Amalric, Lord of Tyre",D,-0.4113468605563365,1291.0
9648,Siege of Alexandria (47 BC),Achillas,D,-0.5609893272675744,
9649,Siege of Alexandria (47 BC),Ganymedes (eunuch),D,-0.5609893272675744,
9650,Siege of Alkmaar,"Fadrique Álvarez de Toledo, 4th Duke of Alba",D,-0.5,1573.0
9651,Siege of Haarlem,"Fadrique Álvarez de Toledo, 4th Duke of Alba",V,0.4598015005895091,1572.0
9652,Siege of Mons (1572),"Fadrique Álvarez de Toledo, 4th Duke of Alba",V,0.5584492258278422,1572.0
9653,Siege of Ansi fortress,Yang Manchun,V,0.5,
9654,Siege of Antioch,Yağısıyan,D,-0.5214672065762843,1097.0
9655,Siege of Antioch,Duqaq,D,-0.5214672065762843,1097.0
9656,Siege of Antioch,Kerbogha,D,-0.5214672065762843,1097.0
9657,Siege of Antioch,"Stephen, Count of Blois",V,0.5231922604001021,1097.0
9658,Siege of Nicaea,"Stephen, Count of Blois",V,0.44924072090036815,1097.0
9659,Siege of Antioch,"Hugh, Count of Vermandois",V,0.5231922604001021,1097.0
9660,Siege of Nicaea,"Hugh, Count of Vermandois",V,0.44924072090036815,1097.0
9661,Siege of Antioch,Tatikios,V,0.5231922604001021,1097.0
9662,Siege of Nicaea,Tatikios,V,0.44924072090036815,1097.0
9663,Siege of Arai,Hōjō Sōun,V,0.4801550849237548,1516.0
9664,Siege of Arai,Miura Yoshiatsu,D,-0.47842954843976077,1516.0
9665,Siege of Arai,Miura clan,D,-0.47842954843976077,1516.0
9666,Siege of Athens and Piraeus (87 BC - 86 BC),Caius Scribonius Curio Burbulieus,V,0.5,
9667,Siege of Athens and Piraeus (87 BC - 86 BC),Aristion,D,-0.5,
9668,Siege of Bari,Michael Maurex,D,-0.5,1068.0
9669,Siege of Belgrade (1456),John of Capistrano,V,0.46345791013770254,1456.0
9670,Siege of Belgrade (1456),Michael Szilágyi,V,0.46345791013770254,1456.0
9671,Siege of Belgrade (1456),Zagan Pasha,D,-0.46173908070378294,1456.0
9672,Siege of Berat (1280–1281),Hugh of Sully,D,-0.5,1280.0
9673,Siege of Busan,Jeong Bal,D,-0.45485985429674985,1592.0
9674,Siege of Busan,Yi Jeong-hyeon,D,-0.45485985429674985,1592.0
9675,Siege of Busan,Pak Hong,D,-0.45485985429674985,1592.0
9676,Siege of Calais (1558),"Thomas Wentworth, 2nd Baron Wentworth",D,-0.4139613764472415,1558.0
9677,Siege of Chartres (1568),Anthony de Lignieres,V,0.5215704515602393,1568.0
9678,Siege of Chartres (1568),Nicolas des Essars,V,0.5215704515602393,1568.0
9679,Siege of Chencang,Hao Zhao,V,0.5,228.0
9680,Siege of Chittorgarh,Akbar,V,0.41688088569001003,1567.0
9681,Siege of Ranthambore,Akbar,V,0.5,1568.0
9682,Siege of Chittorgarh,Rao Jaimal,D,-0.4152011221603291,1567.0
9683,Siege of Constantinople (626),Kardarigan (7th century),D,-0.5751348442573694,
9684,Siege of Constantinople (626),Ecumenical Patriarch of Constantinople,V,0.5768234320432954,
9685,Siege of Constantinople (626),Sergius I of Constantinople,V,0.5768234320432954,
9686,Siege of Constantinople (626),Bonus (patrician),V,0.5768234320432954,
9687,Siege of Copenhagen (1289),Eric VI of Denmark,V,0.5,1289.0
9688,Siege of Copenhagen (1289),Eric II of Norway,D,-0.5,1289.0
9689,Siege of Copenhagen (1289),Thord Krytter,D,-0.5,1289.0
9690,Siege of Copenhagen (1289),"Jacob Nielsen, Count of Halland",D,-0.5,1289.0
9691,Siege of Copenhagen (1289),Stig Andersen Hvide,D,-0.5,1289.0
9692,Siege of Damascus (1148),Baldwin III of Jerusalem,D,-0.5,1148.0
9693,Siege of Damascus (1148),Louis VII of France,D,-0.5,1148.0
9694,Siege of Damascus (1148),"Thierry, Count of Flanders",D,-0.5,1148.0
9695,Siege of Damascus (1148),Saif ad-Din Ghazi I,V,0.5,1148.0
9696,Siege of Edessa,Hugh (archbishop of Edessa),D,-0.5,1144.0
9697,Siege of Edessa,Imad ad-Din Zengi,V,0.5,1144.0
9698,Siege of Edessa,Aleppo,V,0.5,1144.0
9699,Siege of Eger,Kara Ahmed Pasha,D,-0.5902520324103082,1552.0
9700,Siege of Eger,Hadım Ali Pasha of Buda,D,-0.5902520324103082,1552.0
9701,Siege of Eger,Budin Beylerbeyi Hadım Ali Paşa - Vikipedi,D,-0.5902520324103082,1552.0
9702,Siege of Eger,Sokollu Mehmed Pasha,D,-0.5902520324103082,1552.0
9703,Siege of Eger,István Dobó,V,0.5919231683580412,1552.0
9704,Siege of Famagusta,Lala Mustafa Pasha,V,0.4068150500129354,1570.0
9705,Siege of Famagusta,Marco Antonio Bragadin,D,-0.40514766529790186,1570.0
9706,Siege of Fukuyo,Komai Masatake,V,0.40998614895936114,1542.0
9707,Siege of Gaza,Batis (commander),D,-0.447530638852855,
9708,Siege of Gezer (c.733 BC),Siamun,V,0.5,
9709,Siege of Haarlem,Wigbolt Ripperda,D,-0.4580846540867202,1572.0
9710,Siege of Inabayama Castle,Saitō Tatsuoki,D,-0.5,1567.0
9711,Siege of Inabayama Castle,Takenaka Shigeharu,D,-0.5,1567.0
9712,Siege of Ishiyama Honganji,Araki Murashige,V,0.4663823848654325,1570.0
9713,Siege of Ishiyama Honganji,Sakuma Nobumori,V,0.4663823848654325,1570.0
9714,Sieges of Nagashima,Sakuma Nobumori,D,-0.5,1571.0
9715,Siege of Ishiyama Honganji,Kōsa,D,-0.46466210240161004,1570.0
9716,Siege of Ishiyama Honganji,Shimozuma Rairen,D,-0.46466210240161004,1570.0
9717,Siege of Jerusalem (1099),Iftikhar al-Dawla,D,-0.5,1099.0
9718,Siege of Jerusalem (1187),Patriarch Heraclius of Jerusalem,D,-0.5,1187.0
9719,Siege of Jerusalem (587 BC),Zedekiah,D,-0.5,
9720,Siege of Jerusalem (597 BC),Jehoiakim,D,-0.5,
9721,Siege of Jerusalem (614),Zacharias of Jerusalem,D,-0.5,
9722,Siege of Jerusalem (614),Nehemiah ben Hushiel,V,0.5,
9723,Siege of Jerusalem (614),Benjamin of Tiberias,V,0.5,
9724,Siege of Jerusalem (70),Titus,V,0.4519403543178482,
9725,Siege of Jicheng,Yang Ang,V,0.41688088569001003,213.0
9726,Siege of Jicheng,Wei Kang,D,-0.4152011221603291,213.0
9727,Siege of Jinju (1592),Kim Si-min,V,0.5624307459341592,1592.0
9728,Siege of Jinju (1592),Gwak Jae-u,V,0.5624307459341592,1592.0
9729,Siege of Jinju (1592),Kim Seong-il,V,0.5624307459341592,1592.0
9730,Siege of Jinju (1592),Yi Gwang-ak,V,0.5624307459341592,1592.0
9731,Siege of Jinju (1592),Seong Su-gyeong,V,0.5624307459341592,1592.0
9732,Siege of Jinju (1592),Choi Dak-ryang,V,0.5624307459341592,1592.0
9733,Siege of Jinju (1592),Shim Dae-seung,V,0.5624307459341592,1592.0
9734,Siege of Jinju (1592),Kim Jun-min,V,0.5624307459341592,1592.0
9735,Siege of Jinju (1592),Jeong Gi-ryong,V,0.5624307459341592,1592.0
9736,Siege of Ulsan,Jeong Gi-ryong,D,-0.52459080687629,1597.0
9737,Siege of Jinju (1592),Im Gye-yeong,V,0.5624307459341592,1592.0
9738,Siege of Jinju (1592),Choi Gyeong-hoe,V,0.5624307459341592,1592.0
9739,Siege of Jinju (1592),Yu Sung-in,V,0.5624307459341592,1592.0
9740,Siege of Jinju (1593),Hwang Jin,D,-0.47503097758357676,1593.0
9741,Siege of Jinju (1593),Kim Cheon-il,D,-0.47503097758357676,1593.0
9742,Siege of Kazan (1552),Ivan the Terrible,V,0.5,1552.0
9743,Siege of Kazan (1552),Alexander Gorbatyi-Shuisky,V,0.5,1552.0
9744,Siege of Kazan (1552),Andrey Kurbsky,V,0.5,1552.0
9745,Siege of Kazan (1552),Shahghali,V,0.5,1552.0
9746,Siege of Kazan (1552),Yadegar Mokhammad of Kazan,D,-0.5,1552.0
9747,Siege of Kazan (1552),Yapancha beg,D,-0.5,1552.0
9748,Siege of Kazan (1552),Zaynash morza,D,-0.5,1552.0
9749,Siege of Kazan (1552),Qolsharif,D,-0.5,1552.0
9750,Siege of Kotte (1557–58),Afonso Pereira de Lacerda,V,0.5,1557.0
9751,Siege of Kotte (1557–58),Diogo de Melo Coutinho,V,0.5,1557.0
9752,Siege of La Rochelle (1572–73),"Gabriel, comte de Montgomery",I,0.0,1572.0
9753,Siege of Leiden,Pieter Adriaanszoon van der Werff,V,0.5167960809140044,1573.0
9754,Siege of Lisbon,Afonso I of Portugal,V,0.5,1147.0
9755,Siege of Lisbon,Hervey de Glanvill,V,0.5,1147.0
9756,Siege of Lisbon,"Arnout IV, Count of Aarschot",V,0.5,1147.0
9757,Siege of Lisbon,Christian of Ghistelles,V,0.5,1147.0
9758,Siege of Lisbon,Simon of Dover,V,0.5,1147.0
9759,Siege of Lisbon,Saher of Archelle,V,0.5,1147.0
9760,Siege of Maastricht,Louis XIV of France,V,0.41267434728544117,1673.0
